PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56194;B Technische Planologie;voltijd onderwijs;man;149;157;183;195;234
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56194;B Technische Planologie;voltijd onderwijs;vrouw;34;43;55;72;92
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;man;106;89;93;96;96
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;vrouw;158;149;137;161;187
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;man;2;0;0;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;vrouw;4;0;0;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;man;635;655;575;747;641
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;vrouw;1442;1431;1310;1628;1605
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;man;62;51;57;49;71
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;vrouw;685;618;563;535;563
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;man;231;197;190;209;220
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;vrouw;119;117;118;127;116
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;man;468;439;449;438;417
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;vrouw;990;977;902;953;970
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;man;64;58;50;49;55
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;vrouw;132;136;146;148;145
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56950;B Bewegingswetenschappen;voltijd onderwijs;man;156;146;125;147;186
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56950;B Bewegingswetenschappen;voltijd onderwijs;vrouw;230;199;209;240;275
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;man;62;84;87;100;118
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);50205;B Sterrenkunde;voltijd onderwijs;vrouw;17;30;34;50;58
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);50206;B Natuurkunde;voltijd onderwijs;man;208;229;236;237;245
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);50206;B Natuurkunde;voltijd onderwijs;vrouw;33;47;52;62;64
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56157;B Farmacie;voltijd onderwijs;man;178;180;184;198;201
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56157;B Farmacie;voltijd onderwijs;vrouw;212;216;242;270;274
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56286;B Life Science and Technology;voltijd onderwijs;man;213;198;192;191;180
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56286;B Life Science and Technology;voltijd onderwijs;vrouw;256;241;258;284;289
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;man;101;118;111;110;118
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;vrouw;23;33;28;27;29
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;man;135;154;174;183;163
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;vrouw;58;75;81;97;80
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;man;263;250;254;277;287
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;vrouw;265;280;279;340;360
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;man;186;216;252;254;347
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;vrouw;18;18;28;36;51
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;man;132;154;175;162;169
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;vrouw;60;63;72;68;70
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;man;225;260;296;353;345
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;vrouw;58;66;91;114;117
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;man;7;3;1;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;vrouw;10;5;2;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50620;B Recht en ICT;deeltijd onderwijs;vrouw;1;0;0;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50620;B Recht en ICT;voltijd onderwijs;man;30;11;5;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50620;B Recht en ICT;voltijd onderwijs;vrouw;12;4;2;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;man;20;6;6;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;vrouw;26;14;7;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;man;808;871;881;855;841
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;vrouw;1069;1138;1229;1314;1376
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56461;B Recht en Bestuur;deeltijd onderwijs;man;4;2;1;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56461;B Recht en Bestuur;deeltijd onderwijs;vrouw;2;1;1;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56461;B Recht en Bestuur;voltijd onderwijs;man;9;3;1;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56461;B Recht en Bestuur;voltijd onderwijs;vrouw;3;2;1;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;man;9;8;4;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;vrouw;5;3;2;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;man;31;9;2;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;vrouw;26;9;5;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;vrouw;4;3;1;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;man;10;4;2;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;vrouw;11;4;0;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56829;B International and European Law;voltijd onderwijs;man;110;118;155;165;179
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;recht;n.v.t. (recht);56829;B International and European Law;voltijd onderwijs;vrouw;183;201;279;309;363
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;man;20;50;69;79;103
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;vrouw;31;86;143;180;201
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50290;B English Language and Culture;voltijd onderwijs;man;85;74;70;73;74
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50290;B English Language and Culture;voltijd onderwijs;vrouw;216;226;204;202;185
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50623;B American Studies;voltijd onderwijs;man;100;104;78;71;63
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50623;B American Studies;voltijd onderwijs;vrouw;89;91;86;85;71
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50627;B Internationale Betrekkingen en Internationale Organisatie;voltijd onderwijs;man;330;334;343;322;315
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50627;B Internationale Betrekkingen en Internationale Organisatie;voltijd onderwijs;vrouw;378;396;437;442;454
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50629;B Kunsten, Cultuur en Media;voltijd onderwijs;man;76;80;93;88;94
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50629;B Kunsten, Cultuur en Media;voltijd onderwijs;vrouw;152;183;206;211;221
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;man;12;10;10;14;14
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;vrouw;42;39;49;56;68
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;man;18;56;86;107;115
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;vrouw;23;92;149;204;216
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;man;0;1;0;1;1
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;vrouw;2;2;5;4;2
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;man;14;12;11;11;13
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;36;35;27;29;27
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56012;B Minorities & Multilingualism;deeltijd onderwijs;vrouw;1;0;1;2;1
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56012;B Minorities & Multilingualism;voltijd onderwijs;man;9;13;14;12;12
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56012;B Minorities & Multilingualism;voltijd onderwijs;vrouw;19;24;42;46;40
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;man;23;26;33;29;23
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;vrouw;11;12;15;11;11
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;man;397;381;361;385;391
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;vrouw;190;191;182;184;176
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;man;14;7;0;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;vrouw;21;6;0;0;0
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;man;5;7;7;12;11
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;vrouw;4;3;8;6;5
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;man;92;96;96;107;114
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;vrouw;51;57;57;68;77
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56098;B Midden-Oostenstudies;voltijd onderwijs;man;36;41;40;40;31
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56098;B Midden-Oostenstudies;voltijd onderwijs;vrouw;45;48;51;50;49
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;man;4;7;12;6;6
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;vrouw;15;14;11;6;5
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;man;19;25;25;21;12
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;vrouw;29;29;28;27;26
Groningen;0014;Groningen;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;taal en cultuur;n.v.t. (taal en cultuur);56124;B Europese Talen en Culturen;voltijd onderwijs;man;111;142;142;154;155
